id,Time,language,similarity-score,url,title,fid_x,publisher,class,test,heads,relation,tails,inference,allinferences,heads-senti,senti-str-headline
474319264,2016-07-16 05:37:00+00:00,eng,0.4,http://aaj.tv/2016/07/world-powers-urge-stability-in-turkey/,World powers urge 'stability' in Turkey,eng-2303338,aaj.tv,sure-not-crossing,PakistanPakistan,World powers urge 'stability' in Turkey,Reacted. consists of . wanted. wanted. isFilledBy. has sub event. becuase. Caused. It can be becuase. Reacted. consists of . wanted. wanted. isFilledBy. has sub event. becuase. Caused. It can be becuase. 141, calm.  strong.  to make sure the situation is stable.  to make sure the situation is stable.  world.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers want stability in the world..  calm.  strong.  to make sure the situation is stable.  to make sure the situation is stable.  world.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers want stability in the world.. 141,Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. 141,World powers urge 'stability' in Turkey. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. 141,0,The sentiment score is neutral
474312447,2016-07-16 05:11:00+00:00,eng,0.4,http://www.thedailystar.net/wide-angle/europe/world-powers-urge-stability-turkey-1254559,World powers urge 'stability' in Turkey,eng-2303338,thedailystar.net,sure-not-crossing,BangladeshBangladesh,World powers urge 'stability' in Turkey,Reacted. consists of . wanted. wanted. isFilledBy. has sub event. becuase. Caused. It can be becuase. Reacted. consists of . wanted. wanted. isFilledBy. has sub event. becuase. Caused. It can be becuase. 141, calm.  strong.  to make sure the situation is stable.  to make sure the situation is stable.  world.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers want stability in the world..  calm.  strong.  to make sure the situation is stable.  to make sure the situation is stable.  world.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers want stability in the world.. 141,Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. 141,World powers urge 'stability' in Turkey. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. 141,0,The sentiment score is neutral
474322219,2016-07-16 05:49:00+00:00,eng,0.4,http://www.theindependentbd.com/post/51435,World powers urge 'stability' in Turkey,eng-2303338,theindependentbd.com,sure-not-crossing,BangladeshBangladesh,World powers urge 'stability' in Turkey,Reacted. consists of . wanted. wanted. isFilledBy. has sub event. becuase. Caused. It can be becuase. Reacted. consists of . wanted. wanted. isFilledBy. has sub event. becuase. Caused. It can be becuase. 141, calm.  strong.  to make sure the situation is stable.  to make sure the situation is stable.  world.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers want stability in the world..  calm.  strong.  to make sure the situation is stable.  to make sure the situation is stable.  world.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers urge stability in Turkey.  World powers want stability in the world.. 141,Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. 141,World powers urge 'stability' in Turkey. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. Reacted calm. consists of  strong. wanted to make sure the situation is stable. wanted to make sure the situation is stable. isFilledBy world. has sub event World powers urge stability in Turkey. becuase World powers urge stability in Turkey. Caused World powers urge stability in Turkey. It can be becuase World powers want stability in the world.. 141,0,The sentiment score is neutral
474395452,2016-07-16 10:03:00+00:00,eng,0.3,http://dailytimes.com.pk/pakistan/16-Jul-16/pm-nawaz-strongly-condemns-coup-attempt-in-turkey,PM Nawaz strongly condemns coup attempt in Turkey,eng-2303338,dailytimes.com.pk,sure-not-crossing,PakistanPakistan,PM Nawaz strongly condemns coup attempt in Turkey,Effected. want to. want to. has sub event. becuase. Caused. consists of . It can be becuase. isFilledBy. Intended. needed. wanted. wanted. Reacted. 679, has to respond to the coup attempt.  PersonY is arrested by the police.  PersonY is arrested by the police.  PM addresses the nation.  PM addresses the nation.  PM condemns coup attempt.  strong.  The coup attempt is not happening in Turkey..  the president of the country.  to be a leader.  to know about the coup attempt.  to make sure the country is safe.  to thank the people for their support.  worried. 679,Effected has to respond to the coup attempt. want to PersonY is arrested by the police. want to PersonY is arrested by the police. has sub event PM addresses the nation. becuase PM addresses the nation. Caused PM condemns coup attempt. consists of  strong. It can be becuase The coup attempt is not happening in Turkey.. isFilledBy the president of the country. Intended to be a leader. needed to know about the coup attempt. wanted to make sure the country is safe. wanted to thank the people for their support. Reacted worried. 679,PM Nawaz strongly condemns coup attempt in Turkey. Effected has to respond to the coup attempt. want to PersonY is arrested by the police. want to PersonY is arrested by the police. has sub event PM addresses the nation. becuase PM addresses the nation. Caused PM condemns coup attempt. consists of  strong. It can be becuase The coup attempt is not happening in Turkey.. isFilledBy the president of the country. Intended to be a leader. needed to know about the coup attempt. wanted to make sure the country is safe. wanted to thank the people for their support. Reacted worried. 679,-0.296,The sentiment score is negative
474438498,2016-07-16 12:26:00+00:00,eng,0.4,http://www.thefrontierpost.com/article/398549/,PM Nawaz strongly condemns coup attempt in Turkey,eng-2303338,thefrontierpost.com,sure-not-crossing,PakistanPakistan,PM Nawaz strongly condemns coup attempt in Turkey,Effected. want to. want to. has sub event. becuase. Caused. consists of . It can be becuase. isFilledBy. Intended. needed. wanted. wanted. Reacted. 679, has to respond to the coup attempt.  PersonY is arrested by the police.  PersonY is arrested by the police.  PM addresses the nation.  PM addresses the nation.  PM condemns coup attempt.  strong.  The coup attempt is not happening in Turkey..  the president of the country.  to be a leader.  to know about the coup attempt.  to make sure the country is safe.  to thank the people for their support.  worried. 679,Effected has to respond to the coup attempt. want to PersonY is arrested by the police. want to PersonY is arrested by the police. has sub event PM addresses the nation. becuase PM addresses the nation. Caused PM condemns coup attempt. consists of  strong. It can be becuase The coup attempt is not happening in Turkey.. isFilledBy the president of the country. Intended to be a leader. needed to know about the coup attempt. wanted to make sure the country is safe. wanted to thank the people for their support. Reacted worried. 679,PM Nawaz strongly condemns coup attempt in Turkey. Effected has to respond to the coup attempt. want to PersonY is arrested by the police. want to PersonY is arrested by the police. has sub event PM addresses the nation. becuase PM addresses the nation. Caused PM condemns coup attempt. consists of  strong. It can be becuase The coup attempt is not happening in Turkey.. isFilledBy the president of the country. Intended to be a leader. needed to know about the coup attempt. wanted to make sure the country is safe. wanted to thank the people for their support. Reacted worried. 679,-0.296,The sentiment score is negative
475136315,2016-07-18 08:27:00+00:00,eng,0.4,http://www.thefrontierpost.com/article/398818/,Turkish people create history,eng-2303338,thefrontierpost.com,sure-not-crossing,PakistanPakistan,Turkish people create history,consists of . isFilledBy. want to. want to. Effected. Caused. has sub event. becuase. Reacted. Intended. wanted. needed. It can be becuase. 726, historical.  history book.  history books.  history is made.  history is made.  history to be made.  history to be written.  history to be written.  proud.  to be remembered.  to be remembered.  to learn about history.  Turkish people are not allowed to write history.. 726,consists of  historical. isFilledBy history book. want to history books. want to history is made. Effected history is made. Caused history to be made. has sub event history to be written. becuase history to be written. Reacted proud. Intended to be remembered. wanted to be remembered. needed to learn about history. It can be becuase Turkish people are not allowed to write history.. 726,Turkish people create history. consists of  historical. isFilledBy history book. want to history books. want to history is made. Effected history is made. Caused history to be made. has sub event history to be written. becuase history to be written. Reacted proud. Intended to be remembered. wanted to be remembered. needed to learn about history. It can be becuase Turkish people are not allowed to write history.. 726,0.2732,The sentiment score is positive
479913207,2016-07-27 06:04:00+00:00,eng,0.4,http://pakobserver.net/2016/07/27/un-aid-chief-urges-security-council-to-push-aleppo-aid-access/,UN aid chief urges Security Council to push Aleppo aid access,eng-2327561,pakobserver.net,sure-not-crossing,PakistanPakistan,UN aid chief urges Security Council to push Aleppo aid access,Reacted. needed. Intended. wanted. wanted. isFilledBy. consists of . It can be becuase. 6074, helpful.  to be a member of the Security Council.  to help the people of Aleppo.  to help the people of Aleppo.  to make sure everyone has access to the aid.  UNICEF.  UNICEF.  UNICEF is not allowed into the city.. 6074,Reacted helpful. needed to be a member of the Security Council. Intended to help the people of Aleppo. wanted to help the people of Aleppo. wanted to make sure everyone has access to the aid. isFilledBy UNICEF. consists of  UNICEF. It can be becuase UNICEF is not allowed into the city.. 6074,UN aid chief urges Security Council to push Aleppo aid access. Reacted helpful. needed to be a member of the Security Council. Intended to help the people of Aleppo. wanted to help the people of Aleppo. wanted to make sure everyone has access to the aid. isFilledBy UNICEF. consists of  UNICEF. It can be becuase UNICEF is not allowed into the city.. 6074,0.34,The sentiment score is positive
568535331,2016-12-20 00:46:00+00:00,eng,0.4,https://www.thenews.com.pk/print/173192-Nine-killed-in-possible-terror-attack-in-Berlin,Nine killed in possible terror attack in Berlin,eng-2743116,thenews.com.pk,sure-not-crossing,PakistanPakistan,Nine killed in possible terror attack in Berlin,isFilledBy. has sub event. needed. becuase. Effected. Caused. want to. It can be becuase. Reacted. wanted. wanted. consists of . 147, car.  get injured.  go to the scene of the attack.  killed in terror attack.  kills many people.  nine people dead.  PersonX calls 911 to report the attack..  PersonX is not a terrorist..  sad.  to find out who did it.  to hide from the police.  violent. 147,isFilledBy car. has sub event get injured. needed go to the scene of the attack. becuase killed in terror attack. Effected kills many people. Caused nine people dead. want to PersonX calls 911 to report the attack.. It can be becuase PersonX is not a terrorist.. Reacted sad. wanted to find out who did it. wanted to hide from the police. consists of  violent. 147,Nine killed in possible terror attack in Berlin. isFilledBy car. has sub event get injured. needed go to the scene of the attack. becuase killed in terror attack. Effected kills many people. Caused nine people dead. want to PersonX calls 911 to report the attack.. It can be becuase PersonX is not a terrorist.. Reacted sad. wanted to find out who did it. wanted to hide from the police. consists of  violent. 147,-0.9001,The sentiment score is negative
569113210,2016-12-20 21:28:00+00:00,eng,0.4,http://www.thefrontierpost.com/article/422321/,"Russia, Iran, Turkey agree on need to widen Syria truce",eng-2744958,thefrontierpost.com,sure-not-crossing,PakistanPakistan,"Russia, Iran, Turkey agree on need to widen Syria truce",consists of . Effected. Reacted. has sub event. want to. want to. isFilledBy. Caused. It can be becuase. wanted. Intended. needed. wanted. 2554," friendly.  gets thanked.  good.  make sure no one gets hurt.  Russia, Iran, and Turkey agree on need to widen Syria truce.  Russia, Iran, and Turkey agree on need to widen Syria truce.  Russia, Iran, and Turkey agree on need to widen Syria truce.  Russia, Iran, and Turkey agree on need to widen the truce.  Russia, Iran, and Turkey agree on need to widen the truce.  to continue the truce.  to help the people of Syria.  to make a plan.  to make sure the truce is working. 2554","consists of  friendly. Effected gets thanked. Reacted good. has sub event make sure no one gets hurt. want to Russia, Iran, and Turkey agree on need to widen Syria truce. want to Russia, Iran, and Turkey agree on need to widen Syria truce. isFilledBy Russia, Iran, and Turkey agree on need to widen Syria truce. Caused Russia, Iran, and Turkey agree on need to widen the truce. It can be becuase Russia, Iran, and Turkey agree on need to widen the truce. wanted to continue the truce. Intended to help the people of Syria. needed to make a plan. wanted to make sure the truce is working. 2554","Russia, Iran, Turkey agree on need to widen Syria truce. consists of  friendly. Effected gets thanked. Reacted good. has sub event make sure no one gets hurt. want to Russia, Iran, and Turkey agree on need to widen Syria truce. want to Russia, Iran, and Turkey agree on need to widen Syria truce. isFilledBy Russia, Iran, and Turkey agree on need to widen Syria truce. Caused Russia, Iran, and Turkey agree on need to widen the truce. It can be becuase Russia, Iran, and Turkey agree on need to widen the truce. wanted to continue the truce. Intended to help the people of Syria. needed to make a plan. wanted to make sure the truce is working. 2554",0.3612,The sentiment score is positive
359421637,2016-01-14 06:49:00+00:00,eng,0.4,http://globalnation.inquirer.net/135075/no-filipino-casualties-so-far-in-jakarta-attack-dfa-says,"No Filipino casualties so far in Jakarta attack, DFA says",eng-1846105,globalnation.inquirer.net,sure-not-crossing,PhilippinesPhilippines,"No Filipino casualties so far in Jakarta attack, DFA says",becuase. Caused. want to. It can be becuase. want to. isFilledBy. has sub event. consists of . Reacted. wanted. 4757, no casualties.  no casualties.  no casualties so far in Jakarta attack.  no casualties so far in Jakarta attack.  no casualties so far in Jakarta attack.  no casualties so far in Jakarta attack.  no casualties so far in Jakarta attack.  safe.  safe.  to make a statement about the attack. 4757,becuase no casualties. Caused no casualties. want to no casualties so far in Jakarta attack. It can be becuase no casualties so far in Jakarta attack. want to no casualties so far in Jakarta attack. isFilledBy no casualties so far in Jakarta attack. has sub event no casualties so far in Jakarta attack. consists of  safe. Reacted safe. wanted to make a statement about the attack. 4757,"No Filipino casualties so far in Jakarta attack, DFA says. becuase no casualties. Caused no casualties. want to no casualties so far in Jakarta attack. It can be becuase no casualties so far in Jakarta attack. want to no casualties so far in Jakarta attack. isFilledBy no casualties so far in Jakarta attack. has sub event no casualties so far in Jakarta attack. consists of  safe. Reacted safe. wanted to make a statement about the attack. 4757",-0.6486,The sentiment score is negative
359508258,2016-01-14 11:06:00+00:00,eng,0.4,http://newsinfo.inquirer.net/755477/afp-pnp-ask-for-vigilance-in-wake-of-indonesia-bombings,AFP heightens security alert following Jakarta attack,eng-1846105,newsinfo.inquirer.net,sure-not-crossing,PhilippinesPhilippines,AFP heightens security alert following Jakarta attack,Effected. has sub event. want to. want to. becuase. It can be becuase. isFilledBy. Caused. needed. Intended. wanted. wanted. consists of . Reacted. 4868, has more people to watch out for.  make sure everyone is safe.  PersonX is arrested by the police.  PersonX is arrested by the police.  PersonX is arrested by the police..  PersonX is not a member of the AFP..  police.  the police are on high alert.  to be aware of the situation.  to keep people safe.  to make sure everyone is safe.  to make sure everyone is safe.  vigilant.  worried. 4868,Effected has more people to watch out for. has sub event make sure everyone is safe. want to PersonX is arrested by the police. want to PersonX is arrested by the police. becuase PersonX is arrested by the police.. It can be becuase PersonX is not a member of the AFP.. isFilledBy police. Caused the police are on high alert. needed to be aware of the situation. Intended to keep people safe. wanted to make sure everyone is safe. wanted to make sure everyone is safe. consists of  vigilant. Reacted worried. 4868,AFP heightens security alert following Jakarta attack. Effected has more people to watch out for. has sub event make sure everyone is safe. want to PersonX is arrested by the police. want to PersonX is arrested by the police. becuase PersonX is arrested by the police.. It can be becuase PersonX is not a member of the AFP.. isFilledBy police. Caused the police are on high alert. needed to be aware of the situation. Intended to keep people safe. wanted to make sure everyone is safe. wanted to make sure everyone is safe. consists of  vigilant. Reacted worried. 4868,0.128,The sentiment score is positive
367353494,2016-01-27 12:06:00+00:00,eng,0.4,http://globalnation.inquirer.net/135719/look-japanese-imperial-couple-lay-wreath-before-rizal-monument,LOOK: Japanese imperial couple lay wreath before Rizal Monument,eng-1869094,globalnation.inquirer.net,sure-not-crossing,PhilippinesPhilippines,LOOK: Japanese imperial couple lay wreath before Rizal Monument,Effected. Reacted. want to. want to. becuase. Caused. has sub event. consists of . isFilledBy. It can be becuase. needed. wanted. wanted. Intended. 6082, gets a kiss from the emperor.  happy.  LAY WEDDING WAVES.  LAY WEDDING WAVES FOR RIZAL MANAGEMENT.  Laying wreath at Rizal Monument.  Laying wreath at Rizal Monument.  look at the monument.  patriotic.  statue of Rizal.  They are too far away from the monument..  to go to Rizal Monument.  to say goodbye to the people.  to say goodbye to the people of Rizal.  to show respect. 6082,Effected gets a kiss from the emperor. Reacted happy. want to LAY WEDDING WAVES. want to LAY WEDDING WAVES FOR RIZAL MANAGEMENT. becuase Laying wreath at Rizal Monument. Caused Laying wreath at Rizal Monument. has sub event look at the monument. consists of  patriotic. isFilledBy statue of Rizal. It can be becuase They are too far away from the monument.. needed to go to Rizal Monument. wanted to say goodbye to the people. wanted to say goodbye to the people of Rizal. Intended to show respect. 6082,LOOK: Japanese imperial couple lay wreath before Rizal Monument. Effected gets a kiss from the emperor. Reacted happy. want to LAY WEDDING WAVES. want to LAY WEDDING WAVES FOR RIZAL MANAGEMENT. becuase Laying wreath at Rizal Monument. Caused Laying wreath at Rizal Monument. has sub event look at the monument. consists of  patriotic. isFilledBy statue of Rizal. It can be becuase They are too far away from the monument.. needed to go to Rizal Monument. wanted to say goodbye to the people. wanted to say goodbye to the people of Rizal. Intended to show respect. 6082,0,The sentiment score is neutral
369697562,2016-01-30 14:32:00+00:00,eng,0.4,http://www.tribune.net.ph/commentary/daang-matuwid-now-just-a-mirage,"Daang matuwid now just a mirage - Sunday, 31 January 2016",eng-1877573,tribune.net.ph,sure-not-crossing,PhilippinesPhilippines,"Daang matuwid now just a mirage - Sunday, 31 January 2016",It can be becuase. consists of . Reacted. wanted. 5639, Daang matuwid is no longer a mirage..  sad.  sad.  to go back to sleep. 5639,It can be becuase Daang matuwid is no longer a mirage.. consists of  sad. Reacted sad. wanted to go back to sleep. 5639,"Daang matuwid now just a mirage - Sunday, 31 January 2016. It can be becuase Daang matuwid is no longer a mirage.. consists of  sad. Reacted sad. wanted to go back to sleep. 5639",0,The sentiment score is neutral
391685289,2016-03-01 16:15:00+00:00,eng,0.4,http://news.abs-cbn.com/nation/03/01/16/ombudsman-corruption-is-still-super-present,Ombudsman: Corruption is still 'super present',eng-1958458,news.abs-cbn.com,sure-not-crossing,PhilippinesPhilippines,Ombudsman: Corruption is still 'super present',consists of . has sub event. becuase. isFilledBy. Caused. want to. want to. Reacted. It can be becuase. needed. wanted. 6096, corrupt.  get a new job.  he has to report it to the ombudsman.  ombudsman's office.  Ombudsperson investigates corruption..  PersonX gets arrested for corruption..  PersonX gets arrested for corruption..  satisfied.  The Ombudsman is not in charge..  to be aware of the situation.  to get rid of corruption. 6096,consists of  corrupt. has sub event get a new job. becuase he has to report it to the ombudsman. isFilledBy ombudsman's office. Caused Ombudsperson investigates corruption.. want to PersonX gets arrested for corruption.. want to PersonX gets arrested for corruption.. Reacted satisfied. It can be becuase The Ombudsman is not in charge.. needed to be aware of the situation. wanted to get rid of corruption. 6096,Ombudsman: Corruption is still 'super present'. consists of  corrupt. has sub event get a new job. becuase he has to report it to the ombudsman. isFilledBy ombudsman's office. Caused Ombudsperson investigates corruption.. want to PersonX gets arrested for corruption.. want to PersonX gets arrested for corruption.. Reacted satisfied. It can be becuase The Ombudsman is not in charge.. needed to be aware of the situation. wanted to get rid of corruption. 6096,0.5994,The sentiment score is positive
397617664,2016-03-10 10:42:00+00:00,eng,0,http://globalnation.inquirer.net/137620/beijing-accuses-tokyo-over-patrol-planes-for-ph,Beijing accuses Tokyo over patrol planes for PH - Inquirer Global Nation,eng-1989514,globalnation.inquirer.net,sure-not-crossing,PhilippinesPhilippines,Beijing accuses Tokyo over patrol planes for PH - Inquirer Global Nation,consists of . Reacted. want to. Caused. It can be becuase. becuase. want to. isFilledBy. has sub event. wanted. wanted. needed. 62, angry.  angry.  beijing.  beijing.  beijing.  beijing.  beijing.  beijing.  get a restraining order against the other country.  to defend themselves.  to file a complaint with the police.  to find out what the planes are doing. 62,consists of  angry. Reacted angry. want to beijing. Caused beijing. It can be becuase beijing. becuase beijing. want to beijing. isFilledBy beijing. has sub event get a restraining order against the other country. wanted to defend themselves. wanted to file a complaint with the police. needed to find out what the planes are doing. 62,Beijing accuses Tokyo over patrol planes for PH - Inquirer Global Nation. consists of  angry. Reacted angry. want to beijing. Caused beijing. It can be becuase beijing. becuase beijing. want to beijing. isFilledBy beijing. has sub event get a restraining order against the other country. wanted to defend themselves. wanted to file a complaint with the police. needed to find out what the planes are doing. 62,-0.34,The sentiment score is negative
404532793,2016-03-21 15:32:00+00:00,eng,0.4,http://www.manilatimes.net/what-if-china-attacks-bases-used-by-america/251946/,What if China attacks bases used by America?,eng-2017310,manilatimes.net,sure-not-crossing,PhilippinesPhilippines,What if China attacks bases used by America?,Effected. has sub event. isFilledBy. consists of . wanted. want to. Caused. It can be becuase. becuase. want to. Reacted. 6792, gets attacked.  have to defend themselves.  military bases.  scared.  to get rid of the bases.  what if.  what if the bases are attacked.  what if they attack the bases.  what if they attack the bases.  what to do.  worried. 6792,Effected gets attacked. has sub event have to defend themselves. isFilledBy military bases. consists of  scared. wanted to get rid of the bases. want to what if. Caused what if the bases are attacked. It can be becuase what if they attack the bases. becuase what if they attack the bases. want to what to do. Reacted worried. 6792,What if China attacks bases used by America?. Effected gets attacked. has sub event have to defend themselves. isFilledBy military bases. consists of  scared. wanted to get rid of the bases. want to what if. Caused what if the bases are attacked. It can be becuase what if they attack the bases. becuase what if they attack the bases. want to what to do. Reacted worried. 6792,-0.4404,The sentiment score is negative
434044208,2016-05-07 08:58:00+00:00,eng,0.4,http://news.abs-cbn.com/halalan2016/nation/05/07/16/lp-call-to-unity-should-have-been-made-clearer-analyst-says,"LP call to unity should have been made clearer, analyst says",eng-2132984,news.abs-cbn.com,sure-not-crossing,PhilippinesPhilippines,"LP call to unity should have been made clearer, analyst says",Reacted. isFilledBy. want to. want to. It can be becuase. Caused. wanted. consists of . 7640, good.  party.  PersonX gets a new job..  PersonX is not a member of the party..  the call to unity should have been made clearer.  the people to be united.  to make sure everyone understands.  understanding. 7640,Reacted good. isFilledBy party. want to PersonX gets a new job.. want to PersonX is not a member of the party.. It can be becuase the call to unity should have been made clearer. Caused the people to be united. wanted to make sure everyone understands. consists of  understanding. 7640,"LP call to unity should have been made clearer, analyst says. Reacted good. isFilledBy party. want to PersonX gets a new job.. want to PersonX is not a member of the party.. It can be becuase the call to unity should have been made clearer. Caused the people to be united. wanted to make sure everyone understands. consists of  understanding. 7640",0,The sentiment score is neutral
435126361,2016-05-09 12:28:00+00:00,eng,0.4,http://news.abs-cbn.com/halalan2016/nation/05/09/16/after-voting-duterte-calls-for-healing,"After voting, Duterte calls for 'healing'",eng-2135990,news.abs-cbn.com,sure-not-crossing,PhilippinesPhilippines,"After voting, Duterte calls for 'healing'",becuase. It can be becuase. has sub event. want to. Caused. want to. isFilledBy. Effected. Reacted. consists of . needed. wanted. 4961, after the election.  after the election.  after voting.  after voting.  after voting.  after voting.  body.  gets arrested.  happy.  hopeful.  to have voted.  to make a speech. 4961,becuase after the election. It can be becuase after the election. has sub event after voting. want to after voting. Caused after voting. want to after voting. isFilledBy body. Effected gets arrested. Reacted happy. consists of  hopeful. needed to have voted. wanted to make a speech. 4961,"After voting, Duterte calls for 'healing'. becuase after the election. It can be becuase after the election. has sub event after voting. want to after voting. Caused after voting. want to after voting. isFilledBy body. Effected gets arrested. Reacted happy. consists of  hopeful. needed to have voted. wanted to make a speech. 4961",0,The sentiment score is neutral
436396653,2016-05-11 03:50:00+00:00,eng,0,http://newsinfo.inquirer.net/785062/queen-and-british-pm-in-double-diplomatic-gaffe,Queen and British PM in double diplomatic gaffe - Inquirer News,eng-2144864,newsinfo.inquirer.net,sure-not-crossing,PhilippinesPhilippines,Queen and British PM in double diplomatic gaffe - Inquirer News,consists of . Reacted. has sub event. Effected. want to. becuase. want to. Caused. It can be becuase. isFilledBy. wanted. wanted. needed. 4985, careless.  embarrassed.  get in trouble.  gets called a liar.  Queen and British PM in double diplomatic gaffe.  Queen and British PM in double diplomatic gaffe.  Queen and British PM in double diplomatic gaffe.  Queen and PM in double diplomatic gaffe.  Queen and PM in double diplomatic gaffe.  Queen and PM in double diplomatic gaffe.  to apologize to the other person.  to apologize to the other person.  to make a mistake. 4985,consists of  careless. Reacted embarrassed. has sub event get in trouble. Effected gets called a liar. want to Queen and British PM in double diplomatic gaffe. becuase Queen and British PM in double diplomatic gaffe. want to Queen and British PM in double diplomatic gaffe. Caused Queen and PM in double diplomatic gaffe. It can be becuase Queen and PM in double diplomatic gaffe. isFilledBy Queen and PM in double diplomatic gaffe. wanted to apologize to the other person. wanted to apologize to the other person. needed to make a mistake. 4985,Queen and British PM in double diplomatic gaffe - Inquirer News. consists of  careless. Reacted embarrassed. has sub event get in trouble. Effected gets called a liar. want to Queen and British PM in double diplomatic gaffe. becuase Queen and British PM in double diplomatic gaffe. want to Queen and British PM in double diplomatic gaffe. Caused Queen and PM in double diplomatic gaffe. It can be becuase Queen and PM in double diplomatic gaffe. isFilledBy Queen and PM in double diplomatic gaffe. wanted to apologize to the other person. wanted to apologize to the other person. needed to make a mistake. 4985,0,The sentiment score is neutral
456552617,2016-06-13 18:45:00+00:00,eng,0.4,http://www.bworldonline.com/content.php?section=World&title=orlando-massacre-shows-cracks-in-war-vs-terror&id=128916,Orlando massacre shows cracks in war vs terror,eng-2227258,bworldonline.com,sure-not-crossing,PhilippinesPhilippines,Orlando massacre shows cracks in war vs terror,isFilledBy. has sub event. want to. Caused. It can be becuase. becuase. want to. Reacted. needed. wanted. wanted. consists of . 605, gun.  kill people.  orlando.  orlando.  orlando.  orlando.  PersonX is arrested.  sad.  to be in a war.  to fight back.  to make a statement.  violent. 605,isFilledBy gun. has sub event kill people. want to orlando. Caused orlando. It can be becuase orlando. becuase orlando. want to PersonX is arrested. Reacted sad. needed to be in a war. wanted to fight back. wanted to make a statement. consists of  violent. 605,Orlando massacre shows cracks in war vs terror. isFilledBy gun. has sub event kill people. want to orlando. Caused orlando. It can be becuase orlando. becuase orlando. want to PersonX is arrested. Reacted sad. needed to be in a war. wanted to fight back. wanted to make a statement. consists of  violent. 605,-0.8074,The sentiment score is negative
